1_Portfolio_identifying_data,2_Type_of_identification_code_for_the_fund_share_or_portfolio,3_Portfolio_name,4_Portfolio_currency_(B),5_Net_asset_valuation_of_the_portfolio_or_the_share_class_in_portfolio_currency,6_Valuation_date,7_Reporting_date,8_Share_price,8b_Total_number_of_shares,9_Cash_ratio,10_Portfolio_modified_duration,11_Complete_SCR_delivery,12_CIC_code_of_the_instrument,13_Economic_zone_of_the_quotation_place,14_Identification_code_of_the_instrument,15_Type_of_identification_code_for_the_instrument,16_Grouping_code_for_multiple_leg_instruments,17_Instrument_name,17b_Asset_liability,18_Quantity,19_Nominal_amount,20_Contract_size_for_derivatives,21_Quotation_currency_(A),22_Market_valuation_in_quotation_currency_(A),23_Clean_market_valuation_in_quotation_currency_(A),24_Market_valuation_in_portfolio_currency_(B),25_Clean_market_valuation_in_portfolio_currency_(B),26_Valuation_weight,27_Market_exposure_amount_in_quotation_currency_(A),28_Market_exposure_amount_in_portfolio_currency_(B),29_Market_exposure_amount_for_the_3rd_quotation_currency_(C),30_Market_exposure_in_weight,31_Market_exposure_for_the_3rd_currency_in_weight_over_NAV,32_Interest_rate_type,33_Coupon_rate,34_Interest_rate_reference_identification,35_Identification_type_for_interest_rate_index,36_Interest_rate_index_name,37_Interest_rate_margin,38_Coupon_payment_frequency,39_Maturity_date,40_Redemption_type,41_Redemption_rate,42_Callable_putable,43_Call_put_date,44_Issuer_bearer_option_exercise,45_Strike_price_for_embedded_(call_put)_options,46_Issuer_name,47_Issuer_identification_code,48_Type_of_identification_code_for_issuer,49_Name_of_the_group_of_the_issuer,50_Identification_of_the_group,51_Type_of_identification_code_for_issuer_group,52_Issuer_country,53_Issuer_economic_area,54_Economic_sector,55_Covered_not_covered,56_Securitisation,57_Explicit_guarantee_by_the_country_of_issue,58_Subordinated_debt,58b_Nature_of_the_tranche,59_Credit_quality_step,60_Call_Put_Cap_Floor,61_Strike_price,62_Conversion_factor_(convertibles)_concordance_factor_parity_(options),63_Effective_date_of_instrument,64_Exercise_type,65_Hedging_rolling,67_CIC_of_the_underlying_asset,68_Identification_code_of_the_underlying_asset,69_Type_of_identification_code_for_the_underlying_asset,70_Name_of_the_underlying_asset,71_Quotation_currency_of_the_underlying_asset_(C),72_Last_valuation_price_of_the_underlying_asset,73_Country_of_quotation_of_the_underlying_asset,74_Economic_area_of_quotation_of_the_underlying_asset,75_Coupon_rate_of_the_underlying_asset,76_Coupon_payment_frequency_of_the_underlying_asset,77_Maturity_date_of_the_underlying_asset,78_Redemption_profile_of_the_underlying_asset,79_Redemption_rate_of_the_underlying_asset,80_Issuer_name_of_the_underlying_asset,81_Issuer_identification_code_of_the_underlying_asset,82_Type_of_issuer_identification_code_of_the_underlying_asset,83_Name_of_the_group_of_the_issuer_of_the_underlying_asset,84_Identification_of_the_group_of_the_underlying_asset,85_Type_of_the_group_identification_code_of_the_underlying_asset,86_Issuer_country_of_the_underlying_asset,87_Issuer_economic_area_of_the_underlying_asset,88_Explicit_guarantee_by_the_country_of_issue_of_the_underlying_asset,89_Credit_quality_step_of_the_underlying_asset,90_Modified_duration_to_maturity_date,91_Modified_duration_to_next_option_exercise_date,92_Credit_sensitivity,93_Sensitivity_to_underlying_asset_price_(delta),94_Convexity_gamma_for_derivatives,94b_Vega,95_Identification_of_the_original_portfolio_for_positions_embedded_in_a_fund,97_SCR_mrkt_IR_up_weight_over_NAV,98_SCR_mrkt_IR_down_weight_over_NAV,99_SCR_mrkt_eq_type1_weight_over_NAV,100_SCR_mrkt_eq_type2_weight_over_NAV,101_SCR_mrkt_prop_weight_over_NAV,102_SCR_mrkt_spread_bonds_weight_over_NAV,103_SCR_mrkt_spread_structured_weight_over_NAV,104_SCR_mrkt_spread_derivatives_up_weight_over_NAV,105_SCR_mrkt_spread_derivatives_down_weight_over_NAV,105a_SCR_mrkt_FX_up_weight_over_NAV,105b_SCR_mrkt_FX_down_weight_over_NAV,106_Asset_pledged_as_collateral,107_Place_of_deposit,108_Participation,110_Valorisation_method,111_Value_of_acquisition,112_Credit_rating,113_Rating_agency,114_Issuer_economic_area,115_Fund_issuer_code,116_Fund_issuer_code_type,117_Fund_issuer_name,118_Fund_issuer_sector,119_Fund_issuer_group_code,120_Fund_issuer_group_code_type,121_Fund_issuer_group_name,122_Fund_issuer_country,123_Fund_CIC,123a_Fund_custodian_country,124_Duration,125_Accrued_income_(Security Denominated Currency),126_Accrued_income_(Portfolio Denominated Currency),127_Bond_floor_(convertible_instrument_only),128_Option_premium_(convertible_instrument_only),129_Valuation_yield,130_Valuation_z_spread,131_Underlying_asset_category,132_Infrastructure_investment,133_custodian_name,134_type1_private_equity_portfolio_eligibility,135_type1_private_equity_issuer_beta,137_Counterparty_sector,138_Collateral_eligibility,139_Collateral_Market_valuation_in_portfolio_currency,140_Custodian_identification_code,141_Type_of_custodian_identification_code,142_Bail-in_Rule,143_Maturity_date_expected,144_Modified_duration_to_maturity_date_expected,145_Credit_sensitivity_expected,146_PIK,147_Infrastructure_investment_additional_QRT,148_Economic_sector_NACE2.1,1000_TPT_Version
"AT0000A0K2G5","1","T 1852 T","EUR","121795794.64","2026-06-10","2026-06-10","107.910000","1109382.00","0.141467","","N","AT2","","AT0000A324S8","1","","OESTERREICH 23/33 MTN","","","300000.00","","EUR","297235.50","294613.58","299857.42","297235.50","0.002462","299857.42","299857.42","","0.002462","","","2.900000","","","","","","2033-02-20","","","","","","","Österreich, Republik","529900QWWUI4XRVR7I03","1","","","","AT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","2","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0K2G5","1","T 1852 T","EUR","121795794.64","2026-06-10","2026-06-10","107.910000","1109382.00","0.141467","","N","AT2","","AT0000A33SK7","1","","OESTERREICH 23/53 MTN","","","700000.00","","EUR","621418.00","607359.50","635476.50","621418.00","0.005218","635476.50","635476.50","","0.005218","","","3.150000","","","","","","2053-10-20","","","","","","","Österreich, Republik","529900QWWUI4XRVR7I03","1","","","","AT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","2","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0K2G5","1","T 1852 T","EUR","121795794.64","2026-06-10","2026-06-10","107.910000","1109382.00","0.141467","","N","AT2","","AT0000A39UW5","1","","OESTERREICH 24/34 MTN","","","1300000.00","","EUR","1280038.50","1268692.75","1291384.25","1280038.50","0.010603","1291384.25","1291384.25","","0.010603","","","2.900000","","","","","","2034-02-20","","","","","","","Österreich, Republik","529900QWWUI4XRVR7I03","1","","","","AT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","2","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0K2G5","1","T 1852 T","EUR","121795794.64","2026-06-10","2026-06-10","107.910000","1109382.00","0.141467","","N","AT2","","AT0000A3NY15","1","","OESTERREICH 25/32 MTN","","","400000.00","","EUR","394969.20","386362.08","403576.32","394969.20","0.003314","403576.32","403576.32","","0.003314","","","2.800000","","","","","","2032-09-20","","","","","","","Österreich, Republik","529900QWWUI4XRVR7I03","1","","","","AT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","2","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0K2G5","1","T 1852 T","EUR","121795794.64","2026-06-10","2026-06-10","107.910000","1109382.00","0.141467","","N","DE2","","DE0001102481","1","","BUNDANL.V.19/50","","","500000.00","","EUR","213350.00","213350.00","213350.00","213350.00","0.001752","213350.00","213350.00","","0.001752","","","0.000000","","","","","","2050-08-15","","","","","","","Deutschland, Bundesrepublik","529900AQBND3S6YJLY83","1","","","","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","2","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0K2G5","1","T 1852 T","EUR","121795794.64","2026-06-10","2026-06-10","107.910000","1109382.00","0.141467","","N","DE2","","DE0001102515","1","","BUNDANL.V.20/35","","","400000.00","","EUR","306641.60","306641.60","306641.60","306641.60","0.002518","306641.60","306641.60","","0.002518","","","0.000000","","","","","","2035-05-15","","","","","","","Deutschland, Bundesrepublik","529900AQBND3S6YJLY83","1","","","","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","2","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0K2G5","1","T 1852 T","EUR","121795794.64","2026-06-10","2026-06-10","107.910000","1109382.00","0.141467","","N","DE2","","DE0001102531","1","","BUNDANL.V.21/31","","","200000.00","","EUR","176290.00","176290.00","176290.00","176290.00","0.001447","176290.00","176290.00","","0.001447","","","0.000000","","","","","","2031-02-15","","","","","","","Deutschland, Bundesrepublik","529900AQBND3S6YJLY83","1","","","","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","2","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0K2G5","1","T 1852 T","EUR","121795794.64","2026-06-10","2026-06-10","107.910000","1109382.00","0.141467","","N","DE2","","DE0001102572","1","","BUNDANL.V.21/52","","","1700000.00","","EUR","675644.60","675644.60","675644.60","675644.60","0.005547","675644.60","675644.60","","0.005547","","","0.000000","","","","","","2052-08-15","","","","","","","Deutschland, Bundesrepublik","529900AQBND3S6YJLY83","1","","","","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","2","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0K2G5","1","T 1852 T","EUR","121795794.64","2026-06-10","2026-06-10","107.910000","1109382.00","0.141467","","N","DE2","","DE0001102614","1","","BUNDANL.V.22/53","","","800000.00","","EUR","553648.00","541861.69","565434.31","553648.00","0.004642","565434.31","565434.31","","0.004642","","","1.800000","","","","","","2053-08-15","","","","","","","Deutschland, Bundesrepublik","529900AQBND3S6YJLY83","1","","","","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","2","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0K2G5","1","T 1852 T","EUR","121795794.64","2026-06-10","2026-06-10","107.910000","1109382.00","0.141467","","N","DE2","","DE000BU2T000","1","","BUNDANL.V.26/47","","","700000.00","","EUR","687444.80","679210.28","695679.32","687444.80","0.005712","695679.32","695679.32","","0.005712","","","3.400000","","","","","","2047-05-15","","","","","","","Deutschland, Bundesrepublik","529900AQBND3S6YJLY83","1","","","","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","2","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0K2G5","1","T 1852 T","EUR","121795794.64","2026-06-10","2026-06-10","107.910000","1109382.00","0.141467","","N","DE2","","DE000BU2Z007","1","","BUNDANL.V.23/33","","","200000.00","","EUR","193103.20","191653.88","194552.52","193103.20","0.001597","194552.52","194552.52","","0.001597","","","2.300000","","","","","","2033-02-15","","","","","","","Deutschland, Bundesrepublik","529900AQBND3S6YJLY83","1","","","","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","2","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0K2G5","1","T 1852 T","EUR","121795794.64","2026-06-10","2026-06-10","107.910000","1109382.00","0.141467","","N","DE2","","DE000BU2Z015","1","","BUNDANL.V.23/33","","","800000.00","","EUR","784385.60","767360.94","801410.26","784385.60","0.006580","801410.26","801410.26","","0.006580","","","2.600000","","","","","","2033-08-15","","","","","","","Deutschland, Bundesrepublik","529900AQBND3S6YJLY83","1","","","","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","2","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0K2G5","1","T 1852 T","EUR","121795794.64","2026-06-10","2026-06-10","107.910000","1109382.00","0.141467","","N","DE2","","DE000BU2Z023","1","","BUNDANL.V.24/34","","","2500000.00","","EUR","2374405.00","2357100.34","2391709.66","2374405.00","0.019637","2391709.66","2391709.66","","0.019637","","","2.200000","","","","","","2034-02-15","","","","","","","Deutschland, Bundesrepublik","529900AQBND3S6YJLY83","1","","","","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","2","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0K2G5","1","T 1852 T","EUR","121795794.64","2026-06-10","2026-06-10","107.910000","1109382.00","0.141467","","N","DE2","","DE000BU2Z056","1","","BUNDANL.V.25/35","","","4500000.00","","EUR","4348350.00","4239093.01","4457606.99","4348350.00","0.036599","4457606.99","4457606.99","","0.036599","","","2.600000","","","","","","2035-08-15","","","","","","","Deutschland, Bundesrepublik","529900AQBND3S6YJLY83","1","","","","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","2","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0K2G5","1","T 1852 T","EUR","121795794.64","2026-06-10","2026-06-10","107.910000","1109382.00","0.141467","","N","ES2","","ES0000012E69","1","","SPANIEN 19/35","","","3900000.00","","EUR","3432152.96","3369886.52","3494419.40","3432152.96","0.028691","3494419.40","3494419.40","","0.028691","","","1.850000","","","","","","2035-07-30","","","","","","","Spanien, Königreich","9598007A56S18711AH60","1","","","","ES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","2","","","","","","","","","","","","","","","","","V7.0"
